[Epoch 0] lr=[{'lr_backbone': 2e-05}, {'lr_points': 2e-05}, {'lr_query_updater': 0.0002}, {'lr': 0.0002}] 
[Epoch=0, Iter=4200/6512] loss = 2.7743 (3.2063); frame0_box_l1_loss = 0.0124 (0.0128); frame0_box_giou_loss = 0.1254 (0.1333); frame0_label_focal_loss = 0.0236 (0.0409); frame0_bio_motion_loss = 0.0000 (0.0000); frame1_box_l1_loss = 0.0144 (0.0145); frame1_box_giou_loss = 0.1336 (0.1402); frame1_label_focal_loss = 0.0289 (0.0412); frame1_bio_motion_loss = 0.0006 (0.0009); 
[Epoch=0, Iter=4300/6512] loss = 2.6499 (3.1934); frame0_box_l1_loss = 0.0118 (0.0127); frame0_box_giou_loss = 0.1202 (0.1330); frame0_label_focal_loss = 0.0183 (0.0404); frame0_bio_motion_loss = 0.0000 (0.0000); frame1_box_l1_loss = 0.0130 (0.0145); frame1_box_giou_loss = 0.1267 (0.1399); frame1_label_focal_loss = 0.0232 (0.0408); frame1_bio_motion_loss = 0.0006 (0.0009); 
[Epoch=0, Iter=4400/6512] loss = 2.5825 (3.1795); frame0_box_l1_loss = 0.0111 (0.0127); frame0_box_giou_loss = 0.1156 (0.1326); frame0_label_focal_loss = 0.0161 (0.0398); frame0_bio_motion_loss = 0.0000 (0.0000); frame1_box_l1_loss = 0.0132 (0.0145); frame1_box_giou_loss = 0.1261 (0.1396); frame1_label_focal_loss = 0.0267 (0.0405); frame1_bio_motion_loss = 0.0005 (0.0009); 
[Epoch=0, Iter=4500/6512] loss = 2.6221 (3.1671); frame0_box_l1_loss = 0.0112 (0.0127); frame0_box_giou_loss = 0.1174 (0.1322); frame0_label_focal_loss = 0.0189 (0.0394); frame0_bio_motion_loss = 0.0000 (0.0000); frame1_box_l1_loss = 0.0117 (0.0144); frame1_box_giou_loss = 0.1237 (0.1393); frame1_label_focal_loss = 0.0309 (0.0403); frame1_bio_motion_loss = 0.0003 (0.0008); 
[Epoch=0, Iter=4600/6512] loss = 2.6460 (3.1558); frame0_box_l1_loss = 0.0121 (0.0127); frame0_box_giou_loss = 0.1206 (0.1320); frame0_label_focal_loss = 0.0223 (0.0390); frame0_bio_motion_loss = 0.0000 (0.0000); frame1_box_l1_loss = 0.0130 (0.0144); frame1_box_giou_loss = 0.1212 (0.1389); frame1_label_focal_loss = 0.0250 (0.0399); frame1_bio_motion_loss = 0.0004 (0.0008); 
[Epoch=0, Iter=4700/6512] loss = 2.5320 (3.1425); frame0_box_l1_loss = 0.0113 (0.0126); frame0_box_giou_loss = 0.1161 (0.1316); frame0_label_focal_loss = 0.0176 (0.0385); frame0_bio_motion_loss = 0.0000 (0.0000); frame1_box_l1_loss = 0.0118 (0.0143); frame1_box_giou_loss = 0.1205 (0.1385); frame1_label_focal_loss = 0.0208 (0.0395); frame1_bio_motion_loss = 0.0003 (0.0008); 
[Epoch=0, Iter=4800/6512] loss = 2.7353 (3.1341); frame0_box_l1_loss = 0.0141 (0.0127); frame0_box_giou_loss = 0.1278 (0.1316); frame0_label_focal_loss = 0.0234 (0.0382); frame0_bio_motion_loss = 0.0000 (0.0000); frame1_box_l1_loss = 0.0128 (0.0143); frame1_box_giou_loss = 0.1242 (0.1382); frame1_label_focal_loss = 0.0258 (0.0392); frame1_bio_motion_loss = 0.0015 (0.0008); 
[Epoch=0, Iter=4900/6512] loss = 2.6687 (3.1246); frame0_box_l1_loss = 0.0119 (0.0126); frame0_box_giou_loss = 0.1235 (0.1314); frame0_label_focal_loss = 0.0200 (0.0379); frame0_bio_motion_loss = 0.0000 (0.0000); frame1_box_l1_loss = 0.0131 (0.0143); frame1_box_giou_loss = 0.1267 (0.1380); frame1_label_focal_loss = 0.0283 (0.0390); frame1_bio_motion_loss = 0.0004 (0.0008); 
[Epoch=0, Iter=5000/6512] loss = 2.5442 (3.1130); frame0_box_l1_loss = 0.0114 (0.0126); frame0_box_giou_loss = 0.1163 (0.1311); frame0_label_focal_loss = 0.0215 (0.0375); frame0_bio_motion_loss = 0.0000 (0.0000); frame1_box_l1_loss = 0.0120 (0.0142); frame1_box_giou_loss = 0.1183 (0.1376); frame1_label_focal_loss = 0.0248 (0.0387); frame1_bio_motion_loss = 0.0004 (0.0008); 
[Epoch=0, Iter=5100/6512] loss = 2.5773 (3.1025); frame0_box_l1_loss = 0.0113 (0.0126); frame0_box_giou_loss = 0.1190 (0.1309); frame0_label_focal_loss = 0.0216 (0.0372); frame0_bio_motion_loss = 0.0000 (0.0000); frame1_box_l1_loss = 0.0119 (0.0142); frame1_box_giou_loss = 0.1218 (0.1373); frame1_label_focal_loss = 0.0239 (0.0384); frame1_bio_motion_loss = 0.0005 (0.0008); 
[Epoch=0, Iter=5200/6512] loss = 2.5772 (3.0924); frame0_box_l1_loss = 0.0115 (0.0126); frame0_box_giou_loss = 0.1146 (0.1305); frame0_label_focal_loss = 0.0181 (0.0368); frame0_bio_motion_loss = 0.0000 (0.0000); frame1_box_l1_loss = 0.0138 (0.0142); frame1_box_giou_loss = 0.1241 (0.1370); frame1_label_focal_loss = 0.0256 (0.0382); frame1_bio_motion_loss = 0.0007 (0.0008); 
[Epoch=0, Iter=5300/6512] loss = 2.5422 (3.0820); frame0_box_l1_loss = 0.0116 (0.0126); frame0_box_giou_loss = 0.1184 (0.1303); frame0_label_focal_loss = 0.0189 (0.0365); frame0_bio_motion_loss = 0.0000 (0.0000); frame1_box_l1_loss = 0.0122 (0.0141); frame1_box_giou_loss = 0.1195 (0.1367); frame1_label_focal_loss = 0.0242 (0.0379); frame1_bio_motion_loss = 0.0004 (0.0008); 
[Epoch=0, Iter=5400/6512] loss = 2.5078 (3.0713); frame0_box_l1_loss = 0.0114 (0.0125); frame0_box_giou_loss = 0.1178 (0.1301); frame0_label_focal_loss = 0.0187 (0.0362); frame0_bio_motion_loss = 0.0000 (0.0000); frame1_box_l1_loss = 0.0119 (0.0141); frame1_box_giou_loss = 0.1192 (0.1363); frame1_label_focal_loss = 0.0208 (0.0376); frame1_bio_motion_loss = 0.0003 (0.0008); 
[Epoch=0, Iter=5500/6512] loss = 2.5225 (3.0614); frame0_box_l1_loss = 0.0110 (0.0125); frame0_box_giou_loss = 0.1154 (0.1298); frame0_label_focal_loss = 0.0166 (0.0358); frame0_bio_motion_loss = 0.0000 (0.0000); frame1_box_l1_loss = 0.0125 (0.0141); frame1_box_giou_loss = 0.1218 (0.1361); frame1_label_focal_loss = 0.0236 (0.0373); frame1_bio_motion_loss = 0.0005 (0.0008); 
[Epoch=0, Iter=5600/6512] loss = 2.4041 (3.0496); frame0_box_l1_loss = 0.0103 (0.0125); frame0_box_giou_loss = 0.1164 (0.1296); frame0_label_focal_loss = 0.0155 (0.0355); frame0_bio_motion_loss = 0.0000 (0.0000); frame1_box_l1_loss = 0.0103 (0.0140); frame1_box_giou_loss = 0.1150 (0.1357); frame1_label_focal_loss = 0.0161 (0.0370); frame1_bio_motion_loss = 0.0003 (0.0008); 
[Epoch=0, Iter=5700/6512] loss = 2.5975 (3.0417); frame0_box_l1_loss = 0.0123 (0.0125); frame0_box_giou_loss = 0.1223 (0.1294); frame0_label_focal_loss = 0.0173 (0.0351); frame0_bio_motion_loss = 0.0000 (0.0000); frame1_box_l1_loss = 0.0128 (0.0140); frame1_box_giou_loss = 0.1227 (0.1355); frame1_label_focal_loss = 0.0230 (0.0367); frame1_bio_motion_loss = 0.0006 (0.0008); 
